name,radar_an,radar_an2,radar_an3,buoy_ang,comm,nobrak,radar_per,buoy_per,radar_m0,buoy_swh,wdir,speed,hdg,dir_std,wind_speed,lenght,Unnamed: 17,угол,4338,4339,max_std,mean_std
4371,94,94,93.7708902389247,295,2,1.0,7.80487804878049,12.8,1.96514860579608,2.32285631460951,164.108444213867,0.720416666666667,157.0,174,9.0305290222168,1920.0,,,,,44.6752168433462,20.8016114128103
4374,191,191,41.2297194151349,274,2,1.0,16.4102564102564,12.8,0.559790949202755,2.10092546908206,161.779586791992,0.550604166666667,125.5,191,7.50041770935059,35.3374233128834,,,,,41.6681458070791,20.4148673143938
4378,101,101,0.0,146,2,1.0,7.80487804878049,7.87692307692308,1.30044535059617,2.09223593623783,172.921478271484,0.5094375,69.0,169,6.65709924697876,78.9041095890411,,,,,42.726556071722,20.778172670231
4392,332,332,0.0,151,2,1.0,7.11111111111111,7.31428571428571,1.33669766267542,1.26701638277187,176.807510375977,0.159520833333333,148.9,152,5.92058849334717,78.9041095890411,,,,,37.4764509392232,15.5346665706014
4410,133,133,30.0384000896727,122,2,1.0,8.2051282051282,7.87692307692308,1.75548604197134,1.94963640925784,150.889572143555,0.807895833333333,96.05,158,9.17330169677734,34.4910179640719,,,,,42.1210587918917,19.6237210724291
3911,325,325,0.0,24,glad,,8.88888888888889,7.87692307692308,0.162096465034709,0.281392332015393,308.129089355469,0.102916666666667,204.25,321,4.91457080841064,inf,,,,,39.8473160168913,5.10872065519045
3929,100,100,0.0,140,,,17.7777777777778,2.43809523809524,0.191183527127585,0.368030642769702,179.216827392578,0.205833333333333,349.4,101,3.63656949996948,35.3374233128834,,,,,30.8382878902186,10.8434886868915
3930,166,166,21.2346709733905,123,,1.0,6.5979381443299,6.02352941176471,0.410898777828388,1.59128394017887,177.643218994141,0.874791666666667,14.4,73,13.895619392395,128.0,,,,,32.5960120260132,16.2234606924438
3939,294,294,0.0,336,,1.0,7.11111111111111,7.87692307692308,1.16612633462886,1.70488581436527,11.5837917327881,0.205833333333333,301.7,343,9.36440277099609,77.8378378378378,,,,,44.378653018653,21.3128535190735
3946,111,111,0.0,344,,1.0,7.35632183908046,7.31428571428571,0.292900945390581,0.839062363834924,306.300262451172,0.6175,111.65,163,12.3863258361816,60.0,,,,,36.5688028755386,17.446287106725
3956,189,189,53.253774134328,310,,1.0,6.27450980392157,5.68888888888889,0.430653349873976,1.24535315135345,21.5782699584961,0.257291666666667,7.1,309,11.1490726470947,28.2352941176471,,,,,39.1136165548521,19.2326543171261
3972,242,242,0.0,129,,,8.2051282051282,3.65714285714286,0.173417620493602,0.550324198993121,171.785186767578,0.6175,24.9,62,8.63437175750732,inf,,,,,32.7618656939741,14.7215064381678
3982,273,273,13.0929009442732,63,,1.0,6.21359223300971,5.68888888888889,0.366552466051454,1.09280600321008,100.470634460449,0.977708333333333,326.9,292,12.2244739532471,24.1004184100418,,,,,37.4636803284194,18.9032966034286
3990,276,276,107.278831065689,229,,,6.73684210526316,25.6,0.175380730555239,0.879964569673723,18.2373886108398,0.566041666666667,279.4,298,12.5002021789551,180.0,,,,,35.8664515076415,15.4591915859874
3997,338,338,180.0,15,,,7.44186046511628,3.53103448275862,0.167409950728405,0.469250060254241,124.560516357422,0.463125,328.4,34,5.57582092285156,180.0,,,,,34.2225597194307,11.6970900629071
4013,323,323,0.0,199,,1.0,18.8235294117647,17.0666666666667,0.210346607956044,0.284581404388983,283.169616699219,0.668958333333333,156.05,191,6.86534643173218,180.0,,,,,31.100643080168,8.56346263283845
4020,235,235,45.954241658328,250,,1.0,9.41176470588235,4.87619047619048,0.178121619585015,0.792623143890214,304.287170410156,0.6175,172.0,276,13.3310651779175,34.6987951807229,,,,,34.488902200563,16.6828078798402
4025,326,326,0.0,278,,1.0,7.71084337349398,7.31428571428571,0.799311340724219,1.66722645795523,288.183929443359,0.720416666666667,170.7,141,12.7965488433838,54.8571428571429,,,,,39.4334883062607,19.337763874503
4029,353,353,24.4242043872056,270,,1.0,9.27536231884058,8.53333333333333,1.5460857547082,1.97929458005294,256.462249755859,0.977708333333333,103.6,107,13.1410703659058,34.6987951807229,,,,,45.7418025442811,22.131855396791
4031,14,14,0.0,249,,1.0,9.84615384615385,9.30909090909091,1.5592656447414,1.91690916355435,276.512817382813,0.771875,148.6,225,12.8266744613647,1152.0,,,,,42.8536754549712,21.0263309835083
4040,355,355,84.3765310767226,255,,1.0,8.64864864864865,8.53333333333333,0.839710706058232,1.42518296495072,147.827270507813,0.874791666666667,355.7,90,13.2988195419312,82.2857142857143,,,,,39.8871454857326,20.4706949402208
3831,317,317,78.3326480651735,309,,1.0,8.42105263157895,8.53333333333333,0.887890121427453,1.30767946702666,65.7555084228516,0.59434375,24.0,326,3.513427734375,82.2857142857143,,,,,34.0310060826888,8.11289281367045
3836,264,264,180.0,292,,,6.0377358490566,7.31428571428571,0.216669371314945,0.766506512847079,33.7953834533691,0.535166666666667,287.6,186,2.46587657928467,inf,,,,,21.9750391069049,3.73977109107956
